,categories,full_description,id,languages,name,prohibited_content,short_description,topic
134,[],"ieji.de is powered by a powerful dedicated server, has a good 1Gbps DE-CIX uplink, DDoS protection, best possible TLS settings without locking too much out(like Android) and a Tor onion link if you need a bit anonymity.

We are a liberal instance based in Frankfurt. Blocking other instances only on really harsh misbehaviour. And instance whitelisting is a no go.

Feel free to join, you can always delete your account.

Elasticsearch is enabled

Minio CDN is enabled",5910e72f7309a4750c3d397b,"['nl', 'en', 'de']",ieji.de,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']","ieji.de is useable via .onion, fast and well secured plus ES and CDN!",
135,[],"mastodon.acc.sunet.se is run by the Academic Computer Club at Umeå University located in Umeå, Sweden. ACC is actively involved in several open source projects and we provide mirrors for Debian, Ubuntu, Gnome and GIMP. We also host servers for the Gimpnet, Freenode, and OFTC IRC networks. ",591a1120c426a169795afd29,"['en', 'sv']",mastodon.acc.sunet.se,"['nudity_nocw', 'pornography_nocw', 'pornography_all', 'sexism', 'racism', 'illegalContentLinks', 'spam', 'advertising', 'hateSpeeches', 'harrassment']","Public Mastodon server run by the Academic Computer Club at Umeå University located in Umeå, Sweden. Everyone welcome.",
136,"['sports', 'tech']","motogp.space, a Mastodon's instance for MotoGP fans, to share opinions, news, etc related to motorcycle racing World Championship. But not only about MotoGP, also about motorbikes in general.",5ad72506ef5dd72e9d37e077,"['ca', 'en', 'es']",motogp.space,"['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising']",To MotoGP fans,MotoGP & motorbikes
137,['music'],"A social network from and for musicians that helps musicians to self-organize, communicate, collaborate and finally get independent from the music business at large. Bridges online and offline by building local outlets where musicians can meet, jam, do concerts, with recording facilities, rooms with instruments, etc. No corporate ads, no marketing businesses, no bullshit.",5b0b73b0c8ec996cd1ee7ea7,['en'],smusi.ch,"['pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising']",The social network made by musicians for musicians,"Musicians instance, songwriting, making music, musical collabs, meetups, composing, instruments"
138,"['academia', 'activism', 'adult', 'anime', 'art', 'books', 'furry', 'games', 'journalism', 'music', 'sports', 'tech']",Ensinmäinen Mastodon instanssi mikä suomeen on tehty.,58e7af698313ad45cf8040a2,"['en', 'fi']",mastoton.fi,[],Mastodon Finnish Instance,Mastodon Finnish Instance
139,[],"An instance run by the interlinked.me collective as a public service. Not very mst3k-themed at the moment, work in progress.",58e852878313ad45cf804247,"['en', 'fr']",mst3k.interlinked.me,"['nudity_nocw', 'pornography_nocw', 'sexism', 'racism', 'illegalContentLinks', 'spam', 'advertising', 'hateSpeeches', 'harrassment']",An instance run by the interlinked.me collective,
140,['furry'],"✨Plush✨ City is a place for soft friends (stuffed animals and other soft toys) and their allies. If you are or have considered being a ✨plush,✨ this is the place for you! We're a welcoming and supportive collection of soff frens. ♥️ 

OUR CODE OF CONDUCT IN A NUTSHELL:

Discrimination & Bigotry Won’t Be Tolerated.
Leave your hatred at the door.

Treat this Space and Those Within it with Respect.
Listen actively to and honor the requests of others; always respond with compassion first.

Consent is Important in all contexts.
If you’re ever unsure, ask first.

Listen; Don’t Make Excuses.
If you’re accused of causing harm, either take some responsibility or ask moderators for help.

Don’t Break the Law Here.
The whole space may be liable if you do.

Use the Report Feature.
All reports go straight to our moderation team. We’re here to help!",5ae0ad35c0abae7fc5a18275,['en'],plush.city,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",A gathering space for soft friends and allies to share their lives & compassion with each other & the Fediverse! Come see the softer side of Masto. ♥️,Living as or among ✨Plush✨ frens!
141,"['art', 'games', 'music']","Chinwag provides Australian-based free and open social networking and communication tools.

We have no purpose in life other than providing people with the ability to communicate with other people on a secure, open and equal footing.Our general usage policy is fluid but well-summarised by ""don't be a dick"".

Management is fairly relaxed but if your purpose in life is to make other people miserable then you can piss off somewhere else or, even better, just stop posting.

Be respectful. Take it easy. Have some fun. Don't make me come over there.",5a3788b467eb6930d0cf73f8,['en'],social.chinwag.org,"['nudity_nocw', 'pornography_nocw', 'spam', 'advertising', 'spoilers_nocw']","Chinwag Social is hosted in Australia, but anyone at all is welcome. Generally intended as a relaxed and casual place, not unlike your local pub.","Australia, Conversation, Fun, Friendship"
142,[],"Our goal for bigshoulders.city is to build a community of friends and neighbors across the Windy City. Toot your pho place recommendations, meet-up ideas (like at the mastodon exhibit at the Field!), pothole gripes, creative dibs, and cross-town baseball taunts—whatever you want, as long it abides by our short and sweet content policy.

For now, membership in bigshoulders.city is subject to approval. if you don’t have an invite or referral, email our admin with a Toot-length intro. Proof of your Chicago connection is required.",5b859d91e80ab079b280c182,['en'],bigshoulders.city,"['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam']","Bigshoulders.city is a Mastodon instance for Chicagoans current, former, and future.",chicago
143,['tech'],For anyone interested in CSS or general web development,58ebc55fdcd4660abedbf268,['en'],social.csswg.org,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",W3C CSS Working Group Mastodon Instance,CSS and Web Development
144,['music'],"There are no adverts here, no companies, just real people. We are non-profit so you can be sure you data will always remain yours and will never be sold to anyone. The site is actively moderated so we keep the trolls at bay.

We don't reorder your timeline. We don't suggest who you should follow and we don't tolerate abusive behavior of any kind. No one here cares about how many followers or ''likes' you have. You be you. Everyone is equal.

You can use it from the web or using one of the many iOS or Android clients.

djs.social is a part of the Mastodon fediverse. If you don't know what that means, trust us it's nerdy but it's really cool.

Join us and help make djs.social an amazing place to hang out, share stories and experiences.",5a61276e46fe0471227f118c,"['en', 'fr']",djs.social,"['nudity_all', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",djs.social is a social network by DJs for DJs. No self-promotion. No advertising.,Djing
145,[],"mastodon.freifunk-muensterland.de ist eine Mastodon Instanz von Freifunkern für Freifunker, Freifunk-Communities, Freifunk-Interessierte und andere nette Menschen.

Unsere Regeln und alles weitere findet ihr unter https://mastodon.freifunk-muensterland.de/about/more",5a71711763008a32652b001e,"['en', 'fr', 'de']",mastodon.freifunk-muensterland.de,"['nudity_nocw', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']","mastodon.freifunk-muensterland.de ist eine Mastodon Instanz von Freifunkern für Freifunker, Freifunk-Interessierte und andere nette Menschen.",Generalistic + Freifunk
146,"['activism', 'anime', 'art', 'books', 'journalism', 'music', 'tech']",A queer collective into liberating technologies.,5a8d8e52efd18a117ddd3614,"['en', 'pt']",lazy8.social,['spam'],A queer collective into liberating technologies.,
147,"['anime', 'games', 'music', 'tech']","Yet another excited Mastodon instance. This node has not a main focus, and I do think it should never have.",58f60733762338151ee6dbb0,"['zh', 'en', 'ja']",sn.angry.im,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'spoilers_nocw']",Yet another excited Mastodon instance. ,
148,['lgbt'],"한국의 퀴어들이 퀴어포비즘으로부터 안전하게 있을 수 있는 인스턴스입니다.
Non-Korean users are allowed to join if you want to.",59d7e346cd5c687334b1b329,"['en', 'eo', 'ja', 'ko']",qdon.space,"['nudity_nocw', 'pornography_nocw', 'spam', 'advertising']",Qdon — The queers' mastodon,"LGBTQ+, Queer, Korean"
149,"['activism', 'adult', 'lgbt']","A frank community for female pleasure — recreational and educational

Welcome to Inanna! Inanna wants to help women get better sexual experiences - orgasming each time is a high bar, but making it enjoyable each time is entirely possible.

How to use this site? If you are a woman: write down and share your most mind-blowing experiences; be inspired by other women and discover new territories; mark the toots you like via ""Boost"" and share your username with your partner ;)

If you are a man: read and learn (you are welcome); join the discussion by asking a question, sharing your experiences; be humble and open-minded.

Why create Inanna? Female sexual pleasure deserves far more attention than it currently does - not only by men, but also by women themselves. Inanna is not for dating or hookups. However, you are encouraged to use Inanna to find out what your partner likes 🐘 We are fully aware of the sensitivity here, hence we chose Mastodon to ensure anonymity and no secret data abuse. So, feel safe to speak up.

坦诚的女性性愉悦社区 — 有趣，有用

欢迎来到伊南娜！我们想帮助女性获得更棒的性体验 — 并不是每次都必须达到高潮，而是每次都令人愉快，都令人激动。

如何使用伊南娜？如果你是女性：在这里分享你最销魂的体验；向别人学习新招式；用“转嘟”功能标记你最喜欢的帖子，然后把你的用户名告诉你的伴侣 ;)

如果你是男性：阅读并学习（不用谢）；参与讨论，比如提问，或分享你的体验；谦虚并心态开放。

为何创造伊南娜？女性性愉悦这一命题，目前远远未受到应得的重视 — 不仅男性，女性亦重视不足。伊南娜并非约会或约炮网站。不过欢迎通过伊南娜发现你伴侣的性趣 🐘 鉴于话题敏感，我们特意选择了长毛象，从而保证你的匿名，且保证我们无法偷偷滥用你的数据。请放心的发言讨论。",5add1b3d71a07e275ed9dae2,"['zh', 'en', 'de']",inanna.xyz,['nudity_nocw'],🐘 Let's talk about female pleasure 聊聊女性性愉悦,Pleasure
